Datetime,Username,Text,Clean_Text,Preprocess_Text
2022-06-19 23:33:31+00:00,kthjjk_cutest,Senin pagi. Meski libur tetep ga bisa bangun siang 🤭😁,senin pagi meski libur tetep ga bisa bangun siang,"['senin', 'pagi', 'libur', 'ga', 'bangun', 'siang']"
2022-06-19 23:33:16+00:00,arifixdr,Ngopi bisa meningkat kan konsentrasi.. lbh fokus saat kerja sehingga tdk terjadi kecelakaan kerja.. selamat hari senin pak @ipoksamidub mas @yusufgunawan dkk https://t.co/lg4WlyrxT4,ngopi bisa meningkat kan konsentrasi lbh fokus saat kerja sehingga tdk terjadi kecelakaan kerja selamat hari senin pak mas dkk,"['ngopi', 'tingkat', 'konsentrasi', 'lbh', 'fokus', 'kerja', 'celaka', 'kerja', 'selamat', 'senin', 'mas', 'dan kawan']"
2022-06-19 23:33:15+00:00,Sapitri30,Senin pagi hujannn,senin pagi hujannn,"['senin', 'pagi', 'hujannn']"
2022-06-19 23:33:01+00:00,anjasdevgan_,Berharap senin rasa sabtu bismillah..,berharap senin rasa sabtu bismillah,"['harap', 'senin', 'sabtu', 'bismillah']"
2022-06-19 23:32:59+00:00,eiharuna,@inszana hehehe runa baru bangun lagi 😴😴 nanti kalo hari senin di skip berarti hari yang berat jadi pindah ke hari selasa dong nnie :o,hehehe runa baru bangun lagi nanti kalo hari senin di skip berarti hari yang berat jadi pindah ke hari selasa dong nnie o,"['hehehe', 'runa', 'bangun', 'senin', 'skip', 'berat', 'pindah', 'selasa', 'nnie', 'o']"
2022-06-19 23:32:57+00:00,RadiodBsFM,"Senin pagi ditemenin #dBsMorningTime and Iky as always simakin tips dan showbiz dari gw yak sampe jam 10!

https://t.co/eTYyIQD3gV https://t.co/FVWg1XG2zS",senin pagi ditemenin and iky as always simakin tips dan showbiz dari gw yak sampe jam,"['senin', 'pagi', 'ditemenin', 'and', 'iky', 'as', 'always', 'simakin', 'tips', 'showbiz', 'yak', 'jam']"
2022-06-19 23:32:56+00:00,Lissarian,"Pagi
Selamat hr senin",pagiselamat hr senin,"['pagiselamat', 'senin']"
2022-06-19 23:32:55+00:00,serasetres,huge thanks nilai nya keluar senin,huge thanks nilai nya keluar senin,"['huge', 'terima kasih', 'nilai', 'nya', 'senin']"
2022-06-19 23:32:51+00:00,jeIlyfiish,seneng bgt gue hari senin libur aowkaowkaowka,seneng bgt gue hari senin libur aowkaowkaowka,"['neng', 'banget', 'senin', 'libur', 'aowkaowkaowka']"
2022-06-19 23:32:51+00:00,meysifloer,@JNJMEnt cerah banget pagi Senin ini,cerah banget pagi senin ini,"['cerah', 'banget', 'pagi', 'senin']"
2022-06-19 23:32:49+00:00,sieunide,Udah hari Senin aja.,udah hari senin aja,['senin']
2022-06-19 23:32:33+00:00,tempodotco,"Jadwal Piala Presiden 2022 Senin Ini, Ada Bali United vs Persebaya https://t.co/t4wcmMBRfo #TempoBola",jadwal piala presiden senin ini ada bali united vs persebaya,"['jadwal', 'piala', 'presiden', 'senin', 'bal', 'united', 'vs', 'baya']"
2022-06-19 23:32:29+00:00,abiil_dzinnun,Oke kali ini liburnya hari senin ya🥴,oke kali ini liburnya hari senin ya,"['oke', 'kali', 'libur', 'senin', 'iya']"
2022-06-19 23:32:24+00:00,jshuahaee,Kok udh senin lagi aja ya 🥺,kok udh senin lagi aja ya,"['senin', 'iya']"
2022-06-19 23:32:21+00:00,AhmadDhiya6,"Sebenarnya yang menyambut pagi itu saya,
Atau pagi yang menyambut saya.
Pagi hari senin.",sebenarnya yang menyambut pagi itu sayaatau pagi yang menyambut sayapagi hari senin,"['sambut', 'pagi', 'sayaatau', 'pagi', 'sambut', 'sayapagi', 'senin']"
2022-06-19 23:32:19+00:00,sweethaziran,"alhamdulillah ketemu senin lagi, agak males tapi tetep kudu tatak",alhamdulillah ketemu senin lagi agak males tapi tetep kudu tatak,"['alhamdulillah', 'ketemu', 'senin', 'males', 'tatak']"
2022-06-19 23:32:17+00:00,opqrizki,Semangat Senin ya ges ya,semangat senin ya ges ya,"['semangat', 'senin', 'iya', 'ges', 'iya']"
2022-06-19 23:32:14+00:00,KajianYuk,"&lt;&lt; MUNJUL - JAKARTA TIMUR &gt;&gt;
.
KAJIAN MUSLIMAH
.
#KajianYuk #KY_Jaktim #KY_Cipayung #KY_Munjul #KY_Senin #Ustadz_ZainalAbidinSyamsuddin https://t.co/eQncgdQmtt",ltlt munjul jakarta timur gtgtkajian muslimah jaktim cipayung munjul senin zainalabidinsyamsuddin,"['ltlt', 'munjul', 'jakarta', 'timur', 'gtgtkajian', 'muslimah', 'jaktim', 'cipayung', 'munjul', 'senin', 'zainalabidinsyamsuddin']"
2022-06-19 23:32:13+00:00,caprwi,selamat pagi dunia tipu tipu. selamat senin,selamat pagi dunia tipu tipu selamat senin,"['selamat', 'pagi', 'dunia', 'tipu', 'tipu', 'selamat', 'senin']"
2022-06-19 23:32:08+00:00,nopp_bee,"Semangat Senin
Semoga lekas hari Jum'at biar bisa pulang :'",semangat seninsemoga lekas hari jumat biar bisa pulang,"['semangat', 'seninsemoga', 'lekas', 'jumat', 'biar', 'pulang']"
2022-06-19 23:32:05+00:00,SoloMenfess,Ra kroso wis senin meneh dan tanggal tuo lurr,ra kroso wis senin meneh dan tanggal tuo lurr,"['ra', 'kroso', 'wis', 'senin', 'teh', 'tanggal', 'tuo', 'lurr']"
2022-06-19 23:32:03+00:00,thviene,"udah senin aja lagi, kalender stres",udah senin aja lagi kalender stres,"['senin', 'kalender', 'stres']"
2022-06-19 23:31:56+00:00,hyuunmee,"@levockazasa Belum nih dik😔
Semangat menjalani hari senin ini ya dik😉 jangan lupa banyak minum air putih, okay?😉",belum nih diksemangat menjalani hari senin ini ya dik jangan lupa banyak minum air putih okay,"['diksemangat', 'jalan', 'senin', 'iya', 'dik', 'lupa', 'minum', 'air', 'putih', 'okay']"
2022-06-19 23:31:50+00:00,dearjukev,jgn dulu dong senin selasa ada keperluan penting 😭😭😭,jgn dulu dong senin selasa ada keperluan penting,"['senin', 'selasa', 'perlu']"
2022-06-19 23:31:48+00:00,MikoAprr,Enak y senin jam setengah 7 lg ndodok ng wc nyumet rokok kwkw,enak y senin jam setengah lg ndodok ng wc nyumet rokok kwkw,"['enak', 'ya', 'senin', 'jam', 'ndodok', 'ng', 'wc', 'nyumet', 'rokok', 'kwkw']"
2022-06-19 23:31:48+00:00,wiwik_prtw,"Assalamu'alaikum senin, semoga lancar2 hari ini dan dimudahkan segala hal baik 💖",assalamualaikum senin semoga lancar hari ini dan dimudahkan segala hal baik,"['assalamualaikum', 'senin', 'moga', 'lancar', 'mudah']"
2022-06-19 23:31:46+00:00,sheluvvly,Dah senin ya? Untung gue masuk siang wkwkwk,dah senin ya untung gue masuk siang wkwkwk,"['deh', 'senin', 'iya', 'untung', 'masuk', 'siang', 'wkwkwk']"
2022-06-19 23:31:44+00:00,jaecyhr,Tim yg gak suka hari Senin 🫤,tim yg gak suka hari senin,"['tim', 'suka', 'senin']"
2022-06-19 23:31:39+00:00,oshygiea,@jaeminie_bal Yg tiap senin pura2 sakit padahal gabawa topi itu bukan sih?,bal yg tiap senin pura sakit padahal gabawa topi itu bukan sih,"['bal', 'senin', 'pura', 'sakit', 'gabawa', 'topi', 'sih']"
2022-06-19 23:31:38+00:00,mytipsykisses,Yg doyan urusin hidup orang lain sampe cepuin gua sumpahin harinya senin terus!,yg doyan urusin hidup orang lain sampe cepuin gua sumpahin harinya senin terus,"['doyan', 'urusin', 'hidup', 'orang', 'cepuin', 'sumpahin', 'hari', 'senin']"
2022-06-19 23:31:38+00:00,zakiyaya11,"Udah senin aja, yuk balik ke rutisme tiap hari..mangats 💪🏻",udah senin aja yuk balik ke rutisme tiap harimangats,"['senin', 'yuk', 'rutisme', 'harimangats']"
2022-06-19 23:31:21+00:00,sobatkubis,"Pagicha, kenapa udah senin lagi 😂",pagicha kenapa udah senin lagi,"['pagicha', 'senin']"
2022-06-19 23:31:15+00:00,milkiimoon,"@idosyon hari ini senin, tp libur yey",hari ini senin tp libur yey,"['senin', 'libur', 'yey']"
2022-06-19 23:31:09+00:00,2woodznkyatto,Selamat pagi Selamat hari senin xixixixixixi,selamat pagi selamat hari senin xixixixixixi,"['selamat', 'pagi', 'selamat', 'senin', 'xixixixixixi']"
2022-06-19 23:31:04+00:00,willstillgrow,@im_ttak semangat senin tak,ttak semangat senin tak,"['ttak', 'semangat', 'senin']"
2022-06-19 23:30:46+00:00,PutihnyaTas,"Hai, kalian...
Msh stay utk kami kan??
Selamat hari Senin, 
Jangan lupa ciptakanlah bahagiamu sendiri.

👇Si kembar💚💜 https://t.co/bT1hY2nOH9",hai kalianmsh stay utk kami kanselamat hari senin jangan lupa ciptakanlah bahagiamu sendirisi kembar,"['hai', 'kalianmsh', 'stay', 'kanselamat', 'senin', 'lupa', 'cipta', 'bahagia', 'sendirisi', 'kembar']"
2022-06-19 23:30:45+00:00,sbyfess,Met pagi -rek. Ealah wes senin maneh yoo 🥱,met pagi rek ealah wes senin maneh yoo,"['met', 'pagi', 'rek', 'ealah', 'wes', 'senin', 'yoo']"
2022-06-19 23:30:42+00:00,radio_kotabatik,"Ayo dengarkan informasi terbaru Kota Pekalongan dan sekitarnya di #RKBPagi edisi :
📆 Senin, 20 Juni 2022
🕕 pukul 06.30 - 07.00 WIB 

Dengerin berita terbaru? Hanya di FM 91,2 Radio Kota Batik. 📻

#pekalongan #batang #pemalang #news #BeritaTerkini #pagi #JatengGayeng https://t.co/Yo2pzOj9IJ",ayo dengarkan informasi terbaru kota pekalongan dan sekitarnya di edisi senin juni pukul wib dengerin berita terbaru hanya di fm radio kota batik,"['ayo', 'dengar', 'informasi', 'baru', 'kota', 'kalong', 'edisi', 'senin', 'juni', 'wib', 'dengerin', 'berita', 'baru', 'fm', 'radio', 'kota', 'batik']"
2022-06-19 23:30:42+00:00,Deaddbridee,@ozlem_kocakk Yok senin skslsls,kocakk yok senin skslsls,"['kocakk', 'yok', 'senin', 'skslsls']"
2022-06-19 23:30:40+00:00,bmkg_sentani,"Selamat Pagi #sobatBMKG, berikut mimin sampaikan update prakiraan cuaca wilayah sentani dan sekitarnya untuk Senin, 20 Juni 2022.. Semoga bermanfaat https://t.co/pcHKbKM7ia",selamat pagi berikut mimin sampaikan update prakiraan cuaca wilayah sentani dan sekitarnya untuk senin juni semoga bermanfaat,"['selamat', 'pagi', 'mimin', 'update', 'prakira', 'cuaca', 'wilayah', 'sentani', 'senin', 'juni', 'moga', 'manfaat']"
2022-06-19 23:30:39+00:00,dyahpuspita05,Awali senin pagi dengan bangun pagi,awali senin pagi dengan bangun pagi,"['awal', 'senin', 'pagi', 'bangun', 'pagi']"
2022-06-19 23:30:39+00:00,HeraldJabar,"Info Cuaca Kota Bandung dan Sekitarnya Senin, 20 Juni 2022 https://t.co/GdbhGjhnUc",info cuaca kota bandung dan sekitarnya senin juni,"['informasi', 'cuaca', 'kota', 'bandung', 'senin', 'juni']"
2022-06-19 23:30:37+00:00,pinota_pinota11,"Selamat pagi @KAI121 .
Saya hanya ingin mengucapkan selamat hari senin dan tetap semangat dalam melayani masyarakat.
Sehat selalu untuk semua yang sedang bertugas, terima kasih... Segala bentuk keluhan selalu ditanggapi dengan cepat dan pelayanan yang sungguh sangat memuaskan 🥰",selamat pagi saya hanya ingin mengucapkan selamat hari senin dan tetap semangat dalam melayani masyarakatsehat selalu untuk semua yang sedang bertugas terima kasih segala bentuk keluhan selalu ditanggapi dengan cepat dan pelayanan yang sungguh sangat memuaskan,"['selamat', 'pagi', 'selamat', 'senin', 'semangat', 'layan', 'masyarakatsehat', 'tugas', 'terima', 'kasih', 'bentuk', 'keluh', 'tanggap', 'cepat', 'layan', 'sungguh', 'muas']"
2022-06-19 23:30:34+00:00,inumeokikrn,@tiramisucke PAAGIII MANGAT SENIN,paagiii mangat senin,"['paagiii', 'mangat', 'senin']"
2022-06-19 23:30:32+00:00,Mysukmana,"Cara sederhana menikmat Senin Pagi.. ( Sepeda, Sawah dan Bubur Sayur) https://t.co/MqXYPzIVMi",cara sederhana menikmat senin pagi sepeda sawah dan bubur sayur,"['sederhana', 'nikmat', 'senin', 'pagi', 'sepeda', 'sawah', 'bubur', 'sayur']"
2022-06-19 23:30:29+00:00,Askrlfess,[askrl] awali Senin pagi dengan ...,askrl awali senin pagi dengan,"['askrl', 'awal', 'senin', 'pagi']"
2022-06-19 23:30:27+00:00,taurussetiabngt,semoga hari mu Senin terus,semoga hari mu senin terus,"['moga', 'mu', 'senin']"
2022-06-19 23:30:18+00:00,umi_arf,"Ritual Senin pagi mesti ngomong 
""Hhhft udah Senin lagi aja""",ritual senin pagi mesti ngomong hhhft udah senin lagi aja,"['ritual', 'senin', 'pagi', 'mesti', 'bicara', 'hhhft', 'senin']"
2022-06-19 23:30:17+00:00,Ameera_0703,Hari senin lagi kerja lagiii✊✊✊ semangatt 😄,hari senin lagi kerja lagiii semangatt,"['senin', 'kerja', 'lagiii', 'semangatt']"
2022-06-19 23:30:17+00:00,ameilaniiii,"Kopsus aren tuh enak tapi kalo sekalinya bikin orang begadang, besok paginya jadi mood2 an. Ga lagi deh minum kopi pas hari minggu. Ga cocok soalnya kalo besok nya senin😩 plissss be naissss yaaaaa🤲",kopsus aren tuh enak tapi kalo sekalinya bikin orang begadang besok paginya jadi mood an ga lagi deh minum kopi pas hari minggu ga cocok soalnya kalo besok nya senin plissss be naissss yaaaaa,"['kopsus', 'aren', 'tuh', 'enak', 'sekali', 'bikin', 'orang', 'begadang', 'besok', 'pagi', 'mood', 'an', 'ga', 'deh', 'minum', 'kopi', 'pas', 'minggu', 'ga', 'cocok', 'besok', 'nya', 'senin', 'plissss', 'be', 'naissss', 'yaaaaa']"
2022-06-19 23:30:17+00:00,piknikdong,"Ada Jason Ranti, Ini Jadwal Konser PRJ Hari Ini, Senin 20 Juni 2022 dan Harga Tiket Masuknya! https://t.co/UQmSXIDRND",ada jason ranti ini jadwal konser prj hari ini senin juni dan harga tiket masuknya,"['jason', 'ranti', 'jadwal', 'konser', 'prj', 'senin', 'juni', 'harga', 'tiket', 'masuk']"
2022-06-19 23:30:13+00:00,Jbbigwin,"Selamat hari senin😉😉😉
Semoga win hari ini🤞🤞🤞",selamat hari seninsemoga win hari ini,"['selamat', 'seninsemoga', 'win']"
2022-06-19 23:30:07+00:00,niraksara,Dino senin masuk jam 17.30 kui masuk kategori libur apa ora menurutmu?,dino senin masuk jam kui masuk kategori libur apa ora menurutmu,"['dino', 'senin', 'masuk', 'jam', 'kui', 'masuk', 'kategori', 'libur', 'ora', 'turut']"
2022-06-19 23:30:03+00:00,my_carr0t,"Baru jg senin, udah pengen cepet2 jumat ajaaa",baru jg senin udah pengen cepet jumat ajaaa,"['senin', 'ken', 'cepat', 'jumat', 'ajaaa']"
2022-06-19 23:30:01+00:00,Genpi_Co,Sinopsis Balika Vadhu yang tayang di ANTV pada Senin 20 Juni 2022 menceritakan soal Nimboli yang semakin akur dengan Shivam. Simak selengkapnya. #BalikaVadhu https://t.co/FkMVJOcpXS,sinopsis balika vadhu yang tayang di antv pada senin juni menceritakan soal nimboli yang semakin akur dengan shivam simak selengkapnya,"['sinopsis', 'balika', 'vadhu', 'tayang', 'antv', 'senin', 'juni', 'cerita', 'nimboli', 'akur', 'shivam', 'simak', 'lengkap']"
2022-06-19 23:30:01+00:00,hankstark_,Selamat hari senin dari hank yg masih pengen bobo bobo an males kerjaaaa https://t.co/OnZLI7bdg1,selamat hari senin dari hank yg masih pengen bobo bobo an males kerjaaaa,"['selamat', 'senin', 'hank', 'ken', 'bobo', 'bobo', 'an', 'males', 'kerjaaaa']"
2022-06-19 23:30:01+00:00,tanyakanrl,💚 awali Senin pagi dengan kegiatan...,awali senin pagi dengan kegiatan,"['awal', 'senin', 'pagi', 'giat']"
2022-06-19 23:29:59+00:00,RiswanETarigan,Renungan Pagi Ini | Senin – 20 Juni 2022 https://t.co/Lqux3xj05S https://t.co/FTGHcLTvSE,renungan pagi ini senin juni,"['renung', 'pagi', 'senin', 'juni']"
2022-06-19 23:29:59+00:00,penyihirair,Senin yg penuh dengan semangat 🔥,senin yg penuh dengan semangat,"['senin', 'penuh', 'semangat']"
2022-06-19 23:29:55+00:00,Tatantan_02,@FAVORKDY Met hri senin jan lupa sarapan Sarapan menjadi bahan energi yang membuat kondisi otak segar sehingga menjadikan mood bagus. Sebaliknya jika berada dalam kondisi lapar menjadikan otak lelah dan memengaruhi mood saat belajar atau beraktivitas menjadi lesu ataupun mudah emosi.,met hri senin jan lupa sarapan sarapanmenjadi bahan energi yang membuat kondisi otak segar sehingga menjadikan mood bagus sebaliknya jika berada dalam kondisi lapar menjadikan otak lelah dan memengaruhi mood saat belajar atau beraktivitas menjadi lesu ataupun mudah emosi,"['met', 'hri', 'senin', 'jan', 'lupa', 'sarap', 'sarapanmenjadi', 'bahan', 'energi', 'kondisi', 'otak', 'segar', 'jadi', 'mood', 'bagus', 'kondisi', 'lapar', 'jadi', 'otak', 'lelah', 'pengaruh', 'mood', 'ajar', 'aktivitas', 'lesu', 'mudah', 'emosi']"
2022-06-19 23:29:44+00:00,najesisstic,"Good morning, slmt hari senin",good morning slmt hari senin,"['good', 'morning', 'slmt', 'senin']"
2022-06-19 23:29:38+00:00,glembosisme,Memulai senin pagi dengan #sarapanmusik https://t.co/iAG9pR3iDR,memulai senin pagi dengan,"['senin', 'pagi']"
2022-06-19 23:29:37+00:00,infobmkgjuanda,"UPDATE CUACA
20 JUNI 2022

Selamat pagi...
Pagi ini #JawaTimur terpantau cerah berawan 🌥️⛅🌤️
Kondisi ideal tuk mulai hari Senin 😉
Semangat menjalani hari Senin
Selamat beraktifitas
Dan tetap waspada serta pantau terus peringatan dini cuaca dr kami 😉 https://t.co/1eyrahlOlD",update cuaca juni selamat pagipagi ini terpantau cerah berawan kondisi ideal tuk mulai hari senin semangat menjalani hari seninselamat beraktifitasdan tetap waspada serta pantau terus peringatan dini cuaca dr kami,"['update', 'cuaca', 'juni', 'selamat', 'pagipagi', 'pantau', 'cerah', 'awan', 'kondisi', 'ideal', 'tuk', 'senin', 'semangat', 'jalan', 'seninselamat', 'beraktifitasdan', 'waspada', 'pantau', 'ingat', 'cuaca', 'dr']"
2022-06-19 23:29:37+00:00,must_tons,"Bismillah.
tak boleh menyerah untuk tetap berikhtiar. hasil akhir ? hanya berharap yang terbaik, pada sang maha khaliq. semoga, hari ini diberikan hasil akhir, yang baik-baik.
Aamin Allahumma'amin.
🤲🤲🙏🙏
*Prepared OTW Tugas Negara
#Senin
#HappyMonday
#BerharapYangTerbaik https://t.co/4vyNJqNguG",bismillahtak boleh menyerah untuk tetap berikhtiar hasil akhir hanya berharap yang terbaik pada sang maha khaliq semoga hari ini diberikan hasil akhir yang baikbaikaamin allahummaaminprepared otw tugas negara,"['bismillahtak', 'serah', 'ikhtiar', 'hasil', 'harap', 'baik', 'sang', 'maha', 'khaliq', 'moga', 'hasil', 'baikbaikaamin', 'allahummaaminprepared', 'on the way sedang di jalan', 'tugas', 'negara']"
2022-06-19 23:29:31+00:00,fumafren,"yey senin, met pagi!",yey senin met pagi,"['yey', 'senin', 'met', 'pagi']"
2022-06-19 23:29:28+00:00,sipaajaahhh,knp y kl senin males bgt bawaan nya,knp y kl senin males bgt bawaan nya,"['ya', 'senin', 'males', 'banget', 'bawa', 'nya']"
2022-06-19 23:29:15+00:00,grandefrcppp,"@KediriFess smgt nder, semoga harimu senin terus",smgt nder semoga harimu senin terus,"['smgt', 'nder', 'moga', 'hari', 'senin']"
2022-06-19 23:29:14+00:00,anjasdevgan_,"Hari, hari apa yang senin sampai minggu?",hari hari apa yang senin sampai minggu,"['senin', 'minggu']"
2022-06-19 23:29:05+00:00,thenextayyrbrn,"Selamat hari senin semuaa!!🥳🥳
Hari ini aku seneng krn gajian😆😆",selamat hari senin semuaahari ini aku seneng krn gajian,"['selamat', 'senin', 'semuaahari', 'neng', 'gaji']"
2022-06-19 23:28:55+00:00,adabulann,@simplysalsa_ halowww met hari senin sal,halowww met hari senin sal,"['halowww', 'met', 'senin', 'sal']"
2022-06-19 23:28:53+00:00,ElviraAii,Mari kita tempur dengan hari senin 🙃,mari kita tempur dengan hari senin,"['mari', 'tempur', 'senin']"
2022-06-19 23:28:38+00:00,jeeedav,"pagiii smua, sdh hr senin, kalian mwu ngapain hr ini??!?!",pagiii smua sdh hr senin kalian mwu ngapain hr ini,"['pagiii', 'smua', 'sdh', 'senin', 'mwu', 'sedang apa']"
2022-06-19 23:28:36+00:00,plaiboykmpung,Senin yg menggembirakan,senin yg menggembirakan,"['senin', 'gembira']"
2022-06-19 23:28:34+00:00,moesiyar,Cepet banget uda senin lagi,cepet banget uda senin lagi,"['cepat', 'banget', 'uda', 'senin']"
2022-06-19 23:28:32+00:00,rmngyu,@puiysi udah sarapan blm cil? sarapan dulu yuk biar semangat senin nya 💪🏼 https://t.co/uIAk9x1OvZ,udah sarapan blm cil sarapan dulu yuk biar semangat senin nya,"['sarap', 'cil', 'sarap', 'yuk', 'biar', 'semangat', 'senin', 'nya']"
2022-06-19 23:28:30+00:00,enaqtauk,Yg gini tolong lah minimal hukum rajam pake timah panah. Anjing senin pagi hrsnya cerah liat ini jd pen makan org https://t.co/GYciwME45h,yg gini tolong lah minimal hukum rajam pake timah panah anjing senin pagi hrsnya cerah liat ini jd pen makan org,"['gin', 'tolong', 'minimal', 'hukum', 'rajam', 'pakai', 'timah', 'panah', 'anjing', 'senin', 'pagi', 'hrsnya', 'cerah', 'lihat', 'pen', 'makan', 'orang']"
2022-06-19 23:28:27+00:00,Cik_Minah,"Promo HotDeal beli 2 Gratis 1 nya berakhir hari ini ya gaes, Senin, 20 Juni 2022 jam 16.00 wib,, GERCEP &gt;&gt; NO MEPETERS🏂🏂🏂
.
#Beli2Gratis1
Klik👉 https://t.co/gn7iKBpcjs
#EKA_MCI📲082175506667 
Instagram; @eka.sapriyani_official https://t.co/ANAZDN2umc",promo hotdeal beli gratis nya berakhir hari ini ya gaes senin juni jam wib gercep gtgt no mepetersklik mci instagram sapriyaniofficial,"['promo', 'hotdeal', 'beli', 'gratis', 'nya', 'iya', 'gaes', 'senin', 'juni', 'jam', 'wib', 'gercep', 'gtgt', 'no', 'mepetersklik', 'mci', 'instagram', 'sapriyaniofficial']"
2022-06-19 23:28:19+00:00,ip000n,"Malem minggu yg nginep ziku, malem senin yg nginep kan wiw, malem selasa yg nginep winda🙏",malem minggu yg nginep ziku malem senin yg nginep kan wiw malem selasa yg nginep winda,"['malam', 'minggu', 'inap', 'ziku', 'malam', 'senin', 'inap', 'wiw', 'malam', 'selasa', 'inap', 'winda']"
2022-06-19 23:28:06+00:00,fitriah05_,hari senin ibu ibu rapat 😑,hari senin ibu ibu rapat,"['senin', 'rapat']"
2022-06-19 23:27:43+00:00,qiqiandjay,Kerja apa yg tiap hari Senin libur 😖,kerja apa yg tiap hari senin libur,"['kerja', 'senin', 'libur']"
2022-06-19 23:27:39+00:00,rmngyu,@jisoohong_95 udah sarapan blm soo? sarapan dulu yuk biar semangat senin nya 💪🏼 https://t.co/uIAk9x1OvZ,udah sarapan blm soo sarapan dulu yuk biar semangat senin nya,"['sarap', 'soo', 'sarap', 'yuk', 'biar', 'semangat', 'senin', 'nya']"
2022-06-19 23:27:38+00:00,LangitPoto,"ya udah senin lagi, semoga dikasih kemudahan hari ini Aamin",ya udah senin lagi semoga dikasih kemudahan hari ini aamin,"['iya', 'senin', 'moga', 'kasih', 'mudah', 'aamin']"
2022-06-19 23:27:37+00:00,xydctz,tutor semangat senin,tutor semangat senin,"['tutor', 'semangat', 'senin']"
2022-06-19 23:27:35+00:00,lunaryorbit911,Semangat menghadapi hari senin kawan kawan semua,semangat menghadapi hari senin kawan kawan semua,"['semangat', 'hadap', 'senin', 'kawan', 'kawan']"
2022-06-19 23:27:33+00:00,apeonyu,TIDAAAAKKKKK aku gamau senin,tidaaaakkkkk aku gamau senin,"['tidaaaakkkkk', 'gamau', 'senin']"
2022-06-19 23:27:20+00:00,ngobrolt,"Pagi orang orang, met hari senin.",pagi orang orang met hari senin,"['pagi', 'orang', 'orang', 'met', 'senin']"
2022-06-19 23:27:14+00:00,mozartles,"Ga ngerti kenapa harus dateng awalnya di hari Senin doang, padahal habis weekend kan bawaannya males banget.",ga ngerti kenapa harus dateng awalnya di hari senin doang padahal habis weekend kan bawaannya males banget,"['ga', 'erti', 'dateng', 'senin', 'doang', 'habis', 'weekend', 'bawa', 'males', 'banget']"
2022-06-19 23:27:13+00:00,ali_njajali,"Selamat senin pagi, everybody! https://t.co/z56RkZtQmf",selamat senin pagi everybody,"['selamat', 'senin', 'pagi', 'everybody']"
2022-06-19 23:27:11+00:00,rmngyu,@vjungwons udah sarapan blm? sarapan dulu yuk biar semangat senin nya 💪🏼 https://t.co/uIAk9x1OvZ,udah sarapan blm sarapan dulu yuk biar semangat senin nya,"['sarap', 'sarap', 'yuk', 'biar', 'semangat', 'senin', 'nya']"
2022-06-19 23:27:05+00:00,caipucino,@goresolitary hahaha emang bener kalender nya dah goblok gak ada angin gak ada apa tbtb senin https://t.co/huageNK5HX,hahaha emang bener kalender nya dah goblok gak ada angin gak ada apa tbtb senin,"['hahaha', 'emang', 'kalender', 'nya', 'deh', 'bodoh', 'angin', 'tbtb', 'senin']"
2022-06-19 23:26:57+00:00,sif_faa15,"Selamat Pagi ,  Selamat Hari Senin ,, 🥰

Smoga Hari ini di beri Kemudahan dan Kelancaran , 
Bismillah jadi Alhamdulillah 😇",selamat pagi selamat hari senin smoga hari ini di beri kemudahan dan kelancaran bismillah jadi alhamdulillah,"['selamat', 'pagi', 'selamat', 'senin', 'smoga', 'mudah', 'lancar', 'bismillah', 'alhamdulillah']"
2022-06-19 23:26:50+00:00,kkoiiiiii,"pagi, semoga hari senin kalian selasa https://t.co/TiA2TZoVsO",pagi semoga hari senin kalian selasa,"['pagi', 'moga', 'senin', 'selasa']"
2022-06-19 23:26:42+00:00,maupunyatrex,Kecewa banget bangun tidur udah hari senin lagi 😔,kecewa banget bangun tidur udah hari senin lagi,"['kecewa', 'banget', 'bangun', 'tidur', 'senin']"
2022-06-19 23:26:37+00:00,oxtwinswin,"@Calista_1212 Pagi mb❤, semangat senin, sehat selalu✊🙏",pagi mb semangat senin sehat selalu,"['pagi', 'mb', 'semangat', 'senin', 'sehat']"
2022-06-19 23:26:37+00:00,syafaatunA,Knp udah hari Senin ajasii 😭😭😭,knp udah hari senin ajasii,"['senin', 'ajasii']"
2022-06-19 23:26:35+00:00,indonesiana,"Hari Senin Menyebalkan, yuk, Ungkap Alasannya https://t.co/yBgIcr7bNe #TempoIndonesiana",hari senin menyebalkan yuk ungkap alasannya,"['senin', 'sebal', 'yuk', 'alas']"
2022-06-19 23:26:35+00:00,SuperBear3333,"【PEJUANG SENIN】#9 HI, NEW MONDAY! ☀️【Kaela's Monday Warrior】 https://t.co/M0oGAGvT0V 출처 @YouTube https://t.co/DQlNNY3qHD",pejuang senin hi new monday kaelas monday warrior,"['juang', 'senin', 'hai', 'new', 'monday', 'kaelas', 'monday', 'warrior']"
2022-06-19 23:26:13+00:00,rosrosaa,Senin ya. Bismillah,senin ya bismillah,"['senin', 'iya', 'bismillah']"
2022-06-19 23:26:10+00:00,gdncqlx,Senin libur sih ... Tugasnya ga pernah libur!,senin libur sih tugasnya ga pernah libur,"['senin', 'libur', 'sih', 'tugas', 'ga', 'libur']"
